Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.144.peg.213	CDS	PH63_1	216861	216646	-3	-	216	Uncharacterized protein SCO4088	- none -	 	 
fig|1873.144.peg.214	CDS	PH63_1	218229	217147	-3	-	1083	Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23)	- none -	 	 
fig|1873.144.peg.215	CDS	PH63_1	218402	219241	2	+	840	Uncharacterized protein SCO4090	- none -	 	 
fig|1873.144.peg.216	CDS	PH63_1	219493	219702	1	+	210	Excisionase/Xis, DNA-binding	- none -	 	 
fig|1873.144.peg.217	CDS	PH63_1	220202	219804	-2	-	399	hypothetical protein	- none -	 	 
fig|1873.144.peg.218	CDS	PH63_1	220221	221036	3	+	816	SAM-dependent methyltransferase	- none -	 	 
fig|1873.144.peg.219	CDS	PH63_1	221433	221137	-3	-	297	FIG00814890: hypothetical protein	- none -	 	 
fig|1873.144.peg.220	CDS	PH63_1	221595	222452	3	+	858	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Acetyl-CoA fermentation to Butyrate; <br>Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation	 	 
fig|1873.144.peg.221	CDS	PH63_1	222449	223192	2	+	744	Enoyl-CoA hydratase (EC 4.2.1.17)	Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation	 	 
fig|1873.144.peg.222	CDS	PH63_1	224609	223260	-2	-	1350	Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)	- none -	 	 
fig|1873.144.peg.223	CDS	PH63_1	224756	225154	2	+	399	FIG00816051: hypothetical protein	- none -	 	 
fig|1873.144.peg.224	CDS	PH63_1	225257	225964	2	+	708	hypothetical protein	- none -	 	 
fig|1873.144.peg.225	CDS	PH63_1	226530	226024	-3	-	507	Ligand-binding SRPBCC domain CalC	- none -	 	 
fig|1873.144.peg.226	CDS	PH63_1	226758	227906	3	+	1149	FIG00814990: hypothetical protein	- none -	 	 
fig|1873.144.peg.227	CDS	PH63_1	228868	228101	-1	-	768	hypothetical protein	- none -	 	 
fig|1873.144.peg.228	CDS	PH63_1	229439	228927	-2	-	513	hypothetical protein	- none -	 	 
fig|1873.144.peg.229	CDS	PH63_1	230013	229579	-3	-	435	hypothetical protein	- none -	 	 
fig|1873.144.peg.230	CDS	PH63_1	230095	230433	1	+	339	hypothetical protein	- none -	 	 
fig|1873.144.peg.231	CDS	PH63_1	231133	230504	-1	-	630	hypothetical protein	- none -	 	 
fig|1873.144.peg.232	CDS	PH63_1	231822	231136	-3	-	687	Integral membrane protein	- none -	 	 
fig|1873.144.peg.233	CDS	PH63_1	232175	231819	-2	-	357	Transcriptional regulator, ArsR family	CBSS-1085.1.peg.1363	 	 
fig|1873.144.peg.234	CDS	PH63_1	232871	232293	-2	-	579	hypothetical protein	- none -	 	 
fig|1873.144.peg.235	CDS	PH63_1	234272	233478	-2	-	795	FIG00817145: hypothetical protein	- none -	 	 
fig|1873.144.peg.236	CDS	PH63_1	235299	234349	-3	-	951	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.144.peg.237	CDS	PH63_1	235909	235289	-1	-	621	Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)	- none -	 	 
fig|1873.144.peg.238	CDS	PH63_1	237422	235944	-2	-	1479	Phytoene dehydrogenase (EC 1.14.99.-)	- none -	 	 
fig|1873.144.peg.239	CDS	PH63_1	238606	237452	-1	-	1155	Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	- none -	 	 
fig|1873.144.peg.240	CDS	PH63_1	238672	239610	1	+	939	Phytoene synthase (EC 2.5.1.32)	- none -	 	 
fig|1873.144.peg.241	CDS	PH63_1	240748	239684	-1	-	1065	Putative esterase	- none -	 	 
fig|1873.144.peg.242	CDS	PH63_1	240841	242298	1	+	1458	PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	Mercuric reductase	 	 
fig|1873.144.peg.243	CDS	PH63_1	242411	243412	2	+	1002	Transcriptional regulator, LacI family	- none -	 	 
fig|1873.144.peg.244	CDS	PH63_1	243781	245160	1	+	1380	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.144.peg.245	CDS	PH63_1	245239	246195	1	+	957	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.144.peg.246	CDS	PH63_1	246208	247095	1	+	888	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.144.peg.247	CDS	PH63_1	247234	248871	1	+	1638	Alpha-glucosidase (EC 3.2.1.20)	D-Galacturonate and D-Glucuronate Utilization; <br>Maltose and Maltodextrin Utilization	 	 
fig|1873.144.peg.248	CDS	PH63_1	249018	251885	3	+	2868	hypothetical protein	- none -	 	 
fig|1873.144.peg.249	CDS	PH63_1	252064	255756	1	+	3693	secreted glycosyl hydrolase	- none -	 	 
fig|1873.144.peg.250	CDS	PH63_1	256599	255835	-3	-	765	Enoyl-CoA hydratase (EC 4.2.1.17) @ Enoyl-CoA hydratase EchA5 (EC 4.2.1.17)	Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation	 	 
fig|1873.144.peg.251	CDS	PH63_1	257683	256640	-1	-	1044	hypothetical protein	- none -	 	 
fig|1873.144.peg.252	CDS	PH63_1	257907	258536	3	+	630	Cobalamin biosynthesis protein BluB @ 5,6-dimethylbenzimidazole synthase, flavin destructase family	Cobalamin synthesis	 	 
fig|1873.144.peg.253	CDS	PH63_1	258643	259494	1	+	852	Ferredoxin, 2Fe-2S	Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>Soluble cytochromes and functionally related electron carriers	 	 
fig|1873.144.peg.254	CDS	PH63_1	260960	259677	-2	-	1284	putative large membrane protein	- none -	 	 
fig|1873.144.peg.255	CDS	PH63_1	261407	260976	-2	-	432	hypothetical protein	- none -	 	 
fig|1873.144.peg.256	CDS	PH63_1	261871	261404	-1	-	468	putative membrane protein	- none -	 	 
fig|1873.144.peg.257	CDS	PH63_1	262251	261868	-3	-	384	putative membrane protein	- none -	 	 
fig|1873.144.peg.258	CDS	PH63_1	262641	262438	-3	-	204	hypothetical protein	- none -	 	 
fig|1873.144.peg.259	CDS	PH63_1	263548	262667	-1	-	882	Integral membrane protein	- none -	 	 
fig|1873.144.peg.260	CDS	PH63_1	264512	263601	-2	-	912	Integral membrane protein	- none -	 	 
fig|1873.144.peg.261	CDS	PH63_1	266044	264509	-1	-	1536	Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	- none -	 	 
fig|1873.144.peg.262	CDS	PH63_1	266834	266034	-2	-	801	hypothetical protein	- none -	 	 
fig|1873.144.peg.263	CDS	PH63_1	267496	266837	-1	-	660	putative membrane protein	- none -	 	 
fig|1873.144.peg.264	CDS	PH63_1	268541	267552	-2	-	990	ATP/GTP-binding protein	- none -	 	 
fig|1873.144.peg.265	CDS	PH63_1	269101	268535	-1	-	567	hypothetical protein	- none -	 	 
fig|1873.144.peg.266	CDS	PH63_1	269678	270460	2	+	783	Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)	- none -	 	 
fig|1873.144.peg.267	CDS	PH63_1	271161	270523	-3	-	639	putative membrane-associated phospholipid phosphatase, PAP2 superfamily	- none -	 	 
fig|1873.144.peg.268	CDS	PH63_1	271334	273739	2	+	2406	Uncharacterized glycosyl hydrolase Rv3401	- none -	 	 
fig|1873.144.peg.269	CDS	PH63_1	273772	274263	1	+	492	GCN5-related N-acetyltransferase SCAB_88261	- none -	 	 
fig|1873.144.peg.270	CDS	PH63_1	275454	274837	-3	-	618	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.271	CDS	PH63_1	275575	276441	1	+	867	Citronellol dehydrogenase; Citronellal dehydrogenase	- none -	 	 
fig|1873.144.peg.272	CDS	PH63_1	276581	278080	2	+	1500	Sulfate permease	- none -	 	 
fig|1873.144.peg.273	CDS	PH63_1	278080	278550	1	+	471	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.144.peg.274	CDS	PH63_1	278706	279380	3	+	675	hypothetical protein	- none -	 	 
fig|1873.144.peg.275	CDS	PH63_1	280218	279538	-3	-	681	hypothetical protein	- none -	 	 
fig|1873.144.peg.276	CDS	PH63_1	280329	280853	3	+	525	hypothetical protein	- none -	 	 
fig|1873.144.peg.277	CDS	PH63_1	281044	280850	-1	-	195	hypothetical protein	- none -	 	 
fig|1873.144.peg.278	CDS	PH63_1	281974	281072	-1	-	903	Putative methyltransferase	- none -	 	 
fig|1873.144.peg.279	CDS	PH63_1	282100	282570	1	+	471	hypothetical protein	- none -	 	 
fig|1873.144.peg.280	CDS	PH63_1	282595	282849	1	+	255	hypothetical protein	- none -	 	 
fig|1873.144.peg.281	CDS	PH63_1	284574	282856	-3	-	1719	Arginyl-tRNA synthetase (EC 6.1.1.19)	tRNA aminoacylation, Arg	 	 
fig|1873.144.peg.282	CDS	PH63_1	284780	284691	-2	-	90	hypothetical protein	- none -	 	 
fig|1873.144.peg.283	CDS	PH63_1	285280	284876	-1	-	405	hypothetical protein	- none -	 	 
fig|1873.144.peg.284	CDS	PH63_1	286215	286433	3	+	219	Mobile element protein	- none -	 	 
fig|1873.144.peg.285	CDS	PH63_1	287049	286654	-3	-	396	hypothetical protein	- none -	 	 
fig|1873.144.peg.286	CDS	PH63_1	288188	287325	-2	-	864	hypothetical protein	- none -	 	 
fig|1873.144.peg.287	CDS	PH63_1	289182	288322	-3	-	861	hypothetical protein	- none -	 	 
fig|1873.144.peg.288	CDS	PH63_1	289634	289981	2	+	348	Transcriptional regulator, PadR family	CBSS-1352.1.peg.856	 	 
fig|1873.144.peg.289	CDS	PH63_1	289984	290364	1	+	381	hypothetical protein	- none -	 	 
fig|1873.144.peg.290	CDS	PH63_1	290361	291173	3	+	813	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.291	CDS	PH63_1	291170	291934	2	+	765	Efflux ABC transporter, permease protein	- none -	 	 
fig|1873.144.peg.292	CDS	PH63_1	291945	292040	3	+	96	hypothetical protein	- none -	 	 
fig|1873.144.peg.293	CDS	PH63_1	293078	292254	-2	-	825	Abortive infection protein	- none -	 	 
fig|1873.144.peg.294	CDS	PH63_1	293228	293788	2	+	561	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.295	CDS	PH63_1	294132	293815	-3	-	318	Glutamine ABC transporter, substrate binding and permease protein	- none -	 	 
fig|1873.144.peg.296	CDS	PH63_1	294734	294543	-2	-	192	Small DUF397-containing protein	- none -	 	 
fig|1873.144.peg.297	CDS	PH63_1	295527	294721	-3	-	807	Putative DNA-binding protein	- none -	 	 
fig|1873.144.peg.298	CDS	PH63_1	295772	296032	2	+	261	hypothetical protein	- none -	 	 
fig|1873.144.peg.299	CDS	PH63_1	296029	296280	1	+	252	flavin reductase domain protein, FMN-binding	- none -	 	 
fig|1873.144.peg.300	CDS	PH63_1	296470	296324	-1	-	147	hypothetical protein	- none -	 	 
fig|1873.144.peg.301	CDS	PH63_1	296528	297019	2	+	492	integral-membrane protein	- none -	 	 
fig|1873.144.peg.302	CDS	PH63_1	297100	297399	1	+	300	hypothetical protein	- none -	 	 
fig|1873.144.peg.303	CDS	PH63_1	297496	298578	1	+	1083	NAD-dependent epimerase/dehydratase	- none -	 	 
fig|1873.144.peg.304	CDS	PH63_1	299928	298729	-3	-	1200	hypothetical protein	- none -	 	 
fig|1873.144.peg.305	CDS	PH63_1	300687	299995	-3	-	693	hypothetical protein	- none -	 	 
fig|1873.144.peg.306	CDS	PH63_1	301502	300684	-2	-	819	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.307	CDS	PH63_1	301837	301499	-1	-	339	Transcriptional regulator, PadR family	CBSS-1352.1.peg.856	 	 
fig|1873.144.peg.308	CDS	PH63_1	302636	301917	-2	-	720	Serine/threonine phosphatase PPP (EC 3.1.3.16)	- none -	 	 
fig|1873.144.peg.309	CDS	PH63_1	302700	303734	3	+	1035	Transcriptional regulator, LuxR family	- none -	 	 
fig|1873.144.peg.310	CDS	PH63_1	304341	303781	-3	-	561	Transcriptional regulator, Xre-family with cupin domain	- none -	 	 
fig|1873.144.peg.311	CDS	PH63_1	304399	305772	1	+	1374	Benzoate transport protein	Benzoate degradation	 	 
fig|1873.144.peg.312	CDS	PH63_1	305849	306121	2	+	273	hypothetical protein	- none -	 	 
fig|1873.144.peg.313	CDS	PH63_1	306445	306197	-1	-	249	hypothetical protein	- none -	 	 
fig|1873.144.peg.314	CDS	PH63_1	307001	306528	-2	-	474	Large-conductance mechanosensitive channel	Potassium homeostasis	 	 
fig|1873.144.peg.315	CDS	PH63_1	307676	307041	-2	-	636	Transcriptional regulator, GntR family	- none -	 	 
fig|1873.144.peg.316	CDS	PH63_1	307775	309064	2	+	1290	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.317	CDS	PH63_1	309431	309075	-2	-	357	anti-sigma F factor antagonist (spoIIAA-2); anti sigma b factor antagonist RsbV	- none -	 	 
fig|1873.144.peg.318	CDS	PH63_1	309594	310451	3	+	858	RsbT co-antagonist protein RsbRA	- none -	 	 
fig|1873.144.peg.319	CDS	PH63_1	310451	310864	2	+	414	RsbS, negative regulator of sigma-B	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation	 	 
fig|1873.144.peg.320	CDS	PH63_1	310861	311280	1	+	420	Anti-sigma B factor RsbT	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation	 	 
fig|1873.144.peg.321	CDS	PH63_1	311277	312296	3	+	1020	Phosphoserine phosphatase RsbX (EC 3.1.3.3)	Sigma-B stress response cluster 1	 	 
fig|1873.144.peg.322	CDS	PH63_1	312287	313654	2	+	1368	Putative SigmaB asociated two-component system sensor protein	SigmaB stress responce regulation	 	 
fig|1873.144.peg.323	CDS	PH63_1	313656	315194	3	+	1539	Uncharacterized, RsbU-domain-containing protein	- none -	 	 
fig|1873.144.peg.324	CDS	PH63_1	315287	315862	2	+	576	hypothetical protein	- none -	 	 
fig|1873.144.peg.325	CDS	PH63_1	315932	316483	2	+	552	Transcriptional regulator, PadR family	CBSS-1352.1.peg.856	 	 
fig|1873.144.peg.326	CDS	PH63_1	316480	317181	1	+	702	Methionine ABC transporter ATP-binding protein	Methionine Degradation	 	 
fig|1873.144.peg.327	CDS	PH63_1	317178	318698	3	+	1521	hypothetical protein	- none -	 	 
fig|1873.144.peg.328	CDS	PH63_1	318909	318739	-3	-	171	hypothetical protein	- none -	 	 
fig|1873.144.peg.329	CDS	PH63_1	319031	319972	2	+	942	Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	Branched-Chain Amino Acid Biosynthesis; <br>Glycine and Serine Utilization; <br>Glycine and Serine Utilization; <br>Threonine degradation	 	 
fig|1873.144.peg.330	CDS	PH63_1	322118	320022	-2	-	2097	Protease II (EC 3.4.21.83)	- none -	 	 
fig|1873.144.peg.331	CDS	PH63_1	322199	323557	2	+	1359	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	Glycolate, glyoxylate interconversions	 	 
fig|1873.144.peg.332	CDS	PH63_1	324053	323622	-2	-	432	hypothetical protein	- none -	 	 
fig|1873.144.peg.333	CDS	PH63_1	326344	324209	-1	-	2136	Serine phosphatase RsbU, regulator of sigma subunit	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation	 	 
fig|1873.144.peg.334	CDS	PH63_1	326584	330948	1	+	4365	Putative SigmaB asociated two-component system sensor protein	SigmaB stress responce regulation	 	 
fig|1873.144.peg.335	CDS	PH63_1	330945	331499	3	+	555	Two-component regulator	- none -	 	 
fig|1873.144.peg.336	CDS	PH63_1	331574	331696	2	+	123	hypothetical protein	- none -	 	 
fig|1873.144.peg.337	CDS	PH63_1	332112	331777	-3	-	336	anti sigma b factor antagonist RsbV	- none -	 	 
fig|1873.144.peg.338	CDS	PH63_1	332492	333820	2	+	1329	Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	- none -	 	 
fig|1873.144.peg.339	CDS	PH63_1	333885	334532	3	+	648	Hypothetical, related to broad specificity phosphatases COG0406	- none -	 	 
fig|1873.144.peg.340	CDS	PH63_1	334532	335107	2	+	576	Thiol:disulfide oxidoreductase related to ResA	Biogenesis of c-type cytochromes	 	 
fig|1873.144.peg.341	CDS	PH63_1	335107	335979	1	+	873	Cytochrome c-type biogenesis protein CcdA (DsbD analog)	Biogenesis of c-type cytochromes; <br>Periplasmic disulfide interchange	 	 
fig|1873.144.peg.342	CDS	PH63_1	335979	337643	3	+	1665	Ccs1/ResB-related putative cytochrome C-type biogenesis protein	Biogenesis of c-type cytochromes	 	 
fig|1873.144.peg.343	CDS	PH63_1	337643	338620	2	+	978	Cytochrome c-type biogenesis protein CcsA/ResC	Biogenesis of c-type cytochromes	 	 
fig|1873.144.peg.344	CDS	PH63_1	339266	338790	-2	-	477	hypothetical protein	- none -	 	 
fig|1873.144.peg.345	CDS	PH63_1	339379	339951	1	+	573	Macrophage infectivity potentiator-related protein	- none -	 	 
fig|1873.144.peg.346	CDS	PH63_1	341415	340066	-3	-	1350	hypothetical protein	- none -	 	 
fig|1873.144.peg.347	CDS	PH63_1	341662	343122	1	+	1461	UbiD family decarboxylase associated with menaquinone via futalosine	- none -	 	 
fig|1873.144.peg.348	CDS	PH63_1	343122	344033	3	+	912	Menaquinone via futalosine polyprenyltransferase (MenA homolog)	- none -	 	 
fig|1873.144.peg.349	CDS	PH63_1	345157	344156	-1	-	1002	Pentalenene synthase (EC 4.2.3.7)	- none -	 	 
fig|1873.144.peg.350	CDS	PH63_1	345353	345982	2	+	630	Flavin prenyltransferase UbiX	- none -	 	 
fig|1873.144.peg.351	CDS	PH63_1	346310	346044	-2	-	267	Excisionase/Xis, DNA-binding	- none -	 	 
fig|1873.144.peg.352	CDS	PH63_1	346579	347037	1	+	459	AsnC-family transcriptional regulator SCO4493, in menaquinone synthesis cluster	- none -	 	 
fig|1873.144.peg.353	CDS	PH63_1	347163	347990	3	+	828	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|1873.144.peg.354	CDS	PH63_1	348013	349104	1	+	1092	Pyridoxal-5&#39;-phosphate-dependent enzyme beta superfamily (fold type II)	- none -	 	 
fig|1873.144.peg.355	CDS	PH63_1	349881	349252	-3	-	630	FIG00816689: hypothetical protein	- none -	 	 
fig|1873.144.peg.356	CDS	PH63_1	351736	349982	-1	-	1755	Probable DEAD-box RNA helicase	- none -	 	 
fig|1873.144.peg.357	CDS	PH63_1	352391	351933	-2	-	459	hypothetical protein	- none -	 	 
fig|1873.144.peg.358	CDS	PH63_1	352354	353019	1	+	666	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	High affinity phosphate transporter and control of PHO regulon; <br>PhoR-PhoB two-component regulatory system; <br>Phosphate metabolism	 	 
fig|1873.144.peg.359	CDS	PH63_1	355192	353624	-1	-	1569	hypothetical protein	- none -	 	 
fig|1873.144.peg.360	CDS	PH63_1	355220	355387	2	+	168	hypothetical protein	- none -	 	 
fig|1873.144.peg.361	CDS	PH63_1	355478	356647	2	+	1170	Aminodeoxyfutalosine synthase (EC 2.5.1.120)	- none -	 	 
fig|1873.144.peg.362	CDS	PH63_1	356671	357093	1	+	423	hypothetical protein	- none -	 	 
fig|1873.144.peg.363	CDS	PH63_1	357138	357431	3	+	294	hypothetical protein	- none -	 	 
fig|1873.144.peg.364	CDS	PH63_1	358946	357588	-2	-	1359	Membrane protein	- none -	 	 
fig|1873.144.peg.365	CDS	PH63_1	359159	361042	2	+	1884	Carboxypeptidase T (EC 3.4.17.18)	Metallocarboxypeptidases (EC 3.4.17.-)	 	 
fig|1873.144.peg.366	CDS	PH63_1	361403	362341	2	+	939	Vitamin B12 ABC transporter, substrate-binding protein BtuF	- none -	 	 
fig|1873.144.peg.367	CDS	PH63_1	362355	363422	3	+	1068	Vitamin B12 ABC transporter, permease protein BtuC	- none -	 	 
fig|1873.144.peg.368	CDS	PH63_1	363434	364267	2	+	834	Vitamin B12 ABC transporter, ATP-binding protein BtuD	- none -	 	 
fig|1873.144.peg.369	CDS	PH63_1	365146	364385	-1	-	762	Putative hydroxylase	- none -	 	 
fig|1873.144.peg.370	CDS	PH63_1	365979	365242	-3	-	738	Efflux ABC transporter, permease protein	- none -	 	 
fig|1873.144.peg.371	CDS	PH63_1	366913	365993	-1	-	921	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.372	CDS	PH63_1	369168	366973	-3	-	2196	ATP/GTP-binding protein	- none -	 	 
fig|1873.144.peg.373	CDS	PH63_1	369199	369384	1	+	186	hypothetical protein	- none -	 	 
fig|1873.144.peg.374	CDS	PH63_1	369381	369965	3	+	585	Regulatory protein ArsR	- none -	 	 
fig|1873.144.peg.375	CDS	PH63_1	370006	371286	1	+	1281	hypothetical protein	- none -	 	 
fig|1873.144.peg.376	CDS	PH63_1	371320	372171	1	+	852	Chorismate dehydratase (EC 4.2.1.151)	- none -	 	 
fig|1873.144.peg.377	CDS	PH63_1	373147	372206	-1	-	942	Putative lipoprotein lppW precursor	- none -	 	 
fig|1873.144.peg.378	CDS	PH63_1	374103	373147	-3	-	957	Putative lipoprotein lppW precursor	- none -	 	 
fig|1873.144.peg.379	CDS	PH63_1	374464	375531	1	+	1068	1,2-phenylacetyl-CoA epoxidase, subunit A (EC 1.14.13.149)	- none -	 	 
fig|1873.144.peg.380	CDS	PH63_1	375597	375848	3	+	252	1,2-phenylacetyl-CoA epoxidase, subunit B (EC 1.14.13.149)	- none -	 	 
fig|1873.144.peg.381	CDS	PH63_1	375845	376570	2	+	726	1,2-phenylacetyl-CoA epoxidase, subunit C (EC 1.14.13.149)	- none -	 	 
fig|1873.144.peg.382	CDS	PH63_1	376711	377184	1	+	474	1,2-phenylacetyl-CoA epoxidase, subunit D (EC 1.14.13.149)	- none -	 	 
fig|1873.144.peg.383	CDS	PH63_1	377181	378290	3	+	1110	1,2-phenylacetyl-CoA epoxidase, subunit E (EC 1.14.13.149)	- none -	 	 
fig|1873.144.peg.384	CDS	PH63_1	378569	378381	-2	-	189	hypothetical protein	- none -	 	 
fig|1873.144.peg.385	CDS	PH63_1	378958	378566	-1	-	393	hypothetical protein	- none -	 	 
fig|1873.144.peg.386	CDS	PH63_1	379218	380408	3	+	1191	Cyclic dehypoxanthine futalosine synthase (EC 1.21.98.1)	- none -	 	 
fig|1873.144.peg.387	CDS	PH63_1	380490	380645	3	+	156	hypothetical protein	- none -	 	 
fig|1873.144.peg.388	CDS	PH63_1	380761	381966	1	+	1206	hypothetical protein	- none -	 	 
fig|1873.144.peg.389	CDS	PH63_1	382188	383444	3	+	1257	hypothetical protein	- none -	 	 
fig|1873.144.peg.390	CDS	PH63_1	383596	384306	1	+	711	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	- none -	 	 
fig|1873.144.peg.391	CDS	PH63_1	384372	384602	3	+	231	hypothetical protein	- none -	 	 
fig|1873.144.peg.392	CDS	PH63_1	384750	386027	3	+	1278	Geranylgeranyl/isoprenyl reductase	- none -	 	 
fig|1873.144.peg.393	CDS	PH63_1	386220	386585	3	+	366	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
fig|1873.144.peg.394	CDS	PH63_1	386600	387280	2	+	681	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	NADH ubiquinone oxidoreductase; <br>Respiratory Complex I	 	 
