Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.143.peg.206	CDS	O3_1	218220	216667	-3	-	1554	Anthranilate synthase, aminase component (EC 4.1.3.27)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|1873.143.peg.207	CDS	O3_1	218684	218217	-2	-	468	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	Histidine Biosynthesis	 	 
fig|1873.143.peg.208	CDS	O3_1	219743	218739	-2	-	1005	Oxidoreductase, aldo/keto reductase family	- none -	 	 
fig|1873.143.peg.209	CDS	O3_1	220129	219740	-1	-	390	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.143.peg.210	CDS	O3_1	220238	221038	2	+	801	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.143.peg.211	CDS	O3_1	221035	221790	1	+	756	Efflux ABC transporter, permease protein	- none -	 	 
fig|1873.143.peg.212	CDS	O3_1	221861	222457	2	+	597	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.143.peg.213	CDS	O3_1	223242	222493	-3	-	750	hypothetical protein	- none -	 	 
fig|1873.143.peg.214	CDS	O3_1	225115	223322	-1	-	1794	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2	- none -	 	 
fig|1873.143.peg.215	CDS	O3_1	226968	225112	-3	-	1857	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1	- none -	 	 
fig|1873.143.peg.216	CDS	O3_1	227070	227795	3	+	726	hypothetical protein	- none -	 	 
fig|1873.143.peg.217	CDS	O3_1	227922	228863	3	+	942	Pentalenene synthase (EC 4.2.3.7)	- none -	 	 
fig|1873.143.peg.218	CDS	O3_1	229001	230827	2	+	1827	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Fatty acid metabolism cluster	 	 
fig|1873.143.peg.219	CDS	O3_1	232151	230913	-2	-	1239	possible low temperature requirement protein A	- none -	 	 
fig|1873.143.peg.220	CDS	O3_1	233742	232285	-3	-	1458	Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	CBSS-216591.1.peg.168; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis	 	 
fig|1873.143.peg.221	CDS	O3_1	233801	234454	2	+	654	Integral membrane protein	- none -	 	 
fig|1873.143.peg.222	CDS	O3_1	234556	235017	1	+	462	hypothetical protein	- none -	 	 
fig|1873.143.peg.223	CDS	O3_1	235792	235025	-1	-	768	Imidazole glycerol phosphate synthase cyclase subunit	- none -	 	 
fig|1873.143.peg.224	CDS	O3_1	236865	235870	-3	-	996	Putative oxidoreductase YncB	Broadly distributed proteins not in subsystems; <br>Quinone oxidoreductase family	 	 
fig|1873.143.peg.225	CDS	O3_1	237343	236912	-1	-	432	Organic hydroperoxide resistance protein	CBSS-269482.1.peg.1294; <br>Oxidative stress	 	 
fig|1873.143.peg.226	CDS	O3_1	237795	237349	-3	-	447	Organic hydroperoxide resistance transcriptional regulator	CBSS-269482.1.peg.1294; <br>Oxidative stress	 	 
fig|1873.143.peg.227	CDS	O3_1	238666	237941	-1	-	726	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16) @ Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Histidine Biosynthesis; <br>Tryptophan synthesis	 	 
fig|1873.143.peg.228	CDS	O3_1	239004	238681	-3	-	324	hypothetical protein	- none -	 	 
fig|1873.143.peg.229	CDS	O3_1	239709	239044	-3	-	666	Imidazole glycerol phosphate synthase amidotransferase subunit HisH	- none -	 	 
fig|1873.143.peg.230	CDS	O3_1	239989	239816	-1	-	174	hypothetical protein	- none -	 	 
fig|1873.143.peg.231	CDS	O3_1	240600	239989	-3	-	612	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Histidine Biosynthesis	 	 
fig|1873.143.peg.232	CDS	O3_1	241726	240656	-1	-	1071	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	Histidine Biosynthesis	 	 
fig|1873.143.peg.233	CDS	O3_1	243045	241723	-3	-	1323	Histidinol dehydrogenase (EC 1.1.1.23)	Histidine Biosynthesis	 	 
fig|1873.143.peg.234	CDS	O3_1	243152	243856	2	+	705	Uncharacterized protein, similar to the N-terminal domain of Lon protease	- none -	 	 
fig|1873.143.peg.235	CDS	O3_1	243928	244281	1	+	354	hypothetical protein	- none -	 	 
fig|1873.143.peg.236	CDS	O3_1	246301	244676	-1	-	1626	FIG00816043: hypothetical protein	- none -	 	 
fig|1873.143.peg.237	CDS	O3_1	247425	246397	-3	-	1029	hypothetical protein	- none -	 	 
fig|1873.143.peg.238	CDS	O3_1	248412	247468	-3	-	945	LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)	- none -	 	 
fig|1873.143.peg.239	CDS	O3_1	249023	248409	-2	-	615	Lipoprotein signal peptidase (EC 3.4.23.36)	Signal peptidase	 	 
fig|1873.143.peg.240	CDS	O3_1	249508	249089	-1	-	420	RNA polymerase-binding transcription factor DksA	- none -	 	 
fig|1873.143.peg.241	CDS	O3_1	251234	249735	-2	-	1500	sodium/hydrogen exchanger	- none -	 	 
fig|1873.143.peg.242	CDS	O3_1	251538	251257	-3	-	282	hypothetical protein	- none -	 	 
fig|1873.143.peg.243	CDS	O3_1	252242	251574	-2	-	669	FIG035962: transmembrane protein	- none -	 	 
fig|1873.143.peg.244	CDS	O3_1	253124	252324	-2	-	801	Cell division initiation protein DivIVA	- none -	 	 
fig|1873.143.peg.245	CDS	O3_1	253474	253169	-1	-	306	Cell division integral membrane protein, YggT and half-length relatives	- none -	 	 
fig|1873.143.peg.246	CDS	O3_1	254210	253506	-2	-	705	SepF, FtsZ-interacting protein related to cell division	- none -	 	 
fig|1873.143.peg.247	CDS	O3_1	255143	254400	-2	-	744	Pyridoxal phosphate-containing protein YggS	- none -	 	 
fig|1873.143.peg.248	CDS	O3_1	256268	255153	-2	-	1116	Cell division protein FtsZ	- none -	 	 
fig|1873.143.peg.249	CDS	O3_1	257350	256532	-1	-	819	Cell division protein FtsQ	- none -	 	 
fig|1873.143.peg.250	CDS	O3_1	258909	257347	-3	-	1563	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	- none -	 	 
fig|1873.143.peg.251	CDS	O3_1	260012	258906	-2	-	1107	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	- none -	 	 
fig|1873.143.peg.252	CDS	O3_1	261550	260012	-1	-	1539	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)	- none -	 	 
fig|1873.143.peg.253	CDS	O3_1	262898	261774	-2	-	1125	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	- none -	 	 
fig|1873.143.peg.254	CDS	O3_1	264295	262895	-1	-	1401	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	- none -	 	 
fig|1873.143.peg.255	CDS	O3_1	265815	264292	-3	-	1524	UDP-N-acetylmuramoy-dipeptide--L-lysine ligase (EC 6.3.2.7)	- none -	 	 
fig|1873.143.peg.256	CDS	O3_1	267937	265907	-1	-	2031	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	- none -	 	 
fig|1873.143.peg.257	CDS	O3_1	268837	268229	-1	-	609	Cell division protein FtsL	Stationary phase repair cluster	 	 
fig|1873.143.peg.258	CDS	O3_1	269940	268834	-3	-	1107	16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)	- none -	 	 
fig|1873.143.peg.259	CDS	O3_1	270576	270145	-3	-	432	Transcriptional regulator MraZ	- none -	 	 
fig|1873.143.peg.260	CDS	O3_1	270933	272180	3	+	1248	proposed amino acid ligase found clustered with an amidotransferase	- none -	 	 
fig|1873.143.peg.261	CDS	O3_1	272170	272889	1	+	720	Putative amidotransferase similar to cobyric acid synthase	- none -	 	 
fig|1873.143.peg.262	CDS	O3_1	272886	273569	3	+	684	Alkaline phosphatase like protein	Phosphate metabolism	 	 
fig|1873.143.peg.263	CDS	O3_1	273572	274366	2	+	795	hypothetical protein	- none -	 	 
fig|1873.143.peg.264	CDS	O3_1	275055	274402	-3	-	654	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.143.peg.265	CDS	O3_1	276281	275052	-2	-	1230	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.143.peg.266	CDS	O3_1	276314	277288	2	+	975	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.143.peg.267	CDS	O3_1	277285	278130	1	+	846	hypothetical protein	- none -	 	 
fig|1873.143.peg.268	CDS	O3_1	281071	278231	-1	-	2841	Leucyl-tRNA synthetase (EC 6.1.1.4)	tRNA aminoacylation, Leu	 	 
fig|1873.143.peg.269	CDS	O3_1	281469	282521	3	+	1053	FIG022979: MoxR-like ATPases	CBSS-1140.3.peg.2017	 	 
fig|1873.143.peg.270	CDS	O3_1	282523	283821	1	+	1299	FIG002343: hypothetical protein	CBSS-1140.3.peg.2017	 	 
fig|1873.143.peg.271	CDS	O3_1	283838	286315	2	+	2478	FIG001454: Transglutaminase-like enzymes, putative cysteine proteases	CBSS-1140.3.peg.2017	 	 
fig|1873.143.peg.272	CDS	O3_1	287015	286617	-2	-	399	FIG017342: transmembrane protein	- none -	 	 
fig|1873.143.peg.273	CDS	O3_1	288393	287134	-3	-	1260	DNA polymerase IV (EC 2.7.7.7)	DNA repair, bacterial	 	 
fig|1873.143.peg.274	CDS	O3_1	289627	288455	-1	-	1173	Alkaline phosphodiesterase I (EC 3.1.4.1) / Nucleotide pyrophosphatase (EC 3.6.1.9)	Purine conversions	 	 
fig|1873.143.peg.275	CDS	O3_1	290436	289624	-3	-	813	S-adenosylmethionine-dependent methyltransferase	- none -	 	 
fig|1873.143.peg.276	CDS	O3_1	290660	290812	2	+	153	hypothetical protein	- none -	 	 
fig|1873.143.peg.277	CDS	O3_1	292990	292067	-1	-	924	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.143.peg.278	CDS	O3_1	293163	292987	-3	-	177	FIG00814599: hypothetical protein	- none -	 	 
fig|1873.143.peg.279	CDS	O3_1	294107	293160	-2	-	948	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.143.peg.280	CDS	O3_1	295464	294115	-3	-	1350	hypothetical protein	- none -	 	 
fig|1873.143.peg.281	CDS	O3_1	295586	296371	2	+	786	hypothetical protein	- none -	 	 
fig|1873.143.peg.282	CDS	O3_1	299795	296388	-2	-	3408	Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)	DNA replication strays	 	 
fig|1873.143.peg.283	CDS	O3_1	301568	299907	-2	-	1662	DNA polymerase IV-like protein ImuB	DNA repair, bacterial; <br>DNA replication strays	 	 
fig|1873.143.peg.284	CDS	O3_1	302317	301565	-1	-	753	hypothetical protein	- none -	 	 
fig|1873.143.peg.285	CDS	O3_1	302865	302416	-3	-	450	hypothetical protein	- none -	 	 
fig|1873.143.peg.286	CDS	O3_1	304522	303326	-1	-	1197	hypothetical protein	- none -	 	 
fig|1873.143.peg.287	CDS	O3_1	304655	305227	2	+	573	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.143.peg.288	CDS	O3_1	305308	305796	1	+	489	YbaK family protein SCO3165	- none -	 	 
fig|1873.143.peg.289	CDS	O3_1	305871	306608	3	+	738	Spheroidene monooxygenase (EC 1.14.15.9)	- none -	 	 
fig|1873.143.peg.290	CDS	O3_1	306605	307156	2	+	552	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.143.peg.291	CDS	O3_1	307153	307986	1	+	834	hypothetical protein	- none -	 	 
fig|1873.143.peg.292	CDS	O3_1	307983	309110	3	+	1128	Glycosyl transferase, family 2	- none -	 	 
fig|1873.143.peg.293	CDS	O3_1	309122	310609	2	+	1488	Phytoene dehydrogenase (EC 1.14.99.-)	- none -	 	 
fig|1873.143.peg.294	CDS	O3_1	311366	310680	-2	-	687	CDP-alcohol phosphatidyltransferase family protein	- none -	 	 
fig|1873.143.peg.295	CDS	O3_1	312331	311414	-1	-	918	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines	 	 
fig|1873.143.peg.296	CDS	O3_1	312868	312698	-1	-	171	hypothetical protein	- none -	 	 
fig|1873.143.peg.297	CDS	O3_1	313112	313261	2	+	150	hypothetical protein	- none -	 	 
fig|1873.143.peg.298	CDS	O3_1	313597	314052	1	+	456	hypothetical protein	- none -	 	 
fig|1873.143.peg.299	CDS	O3_1	314080	315804	1	+	1725	Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	- none -	 	 
fig|1873.143.peg.300	CDS	O3_1	317638	316232	-1	-	1407	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|1873.143.peg.301	CDS	O3_1	318245	317736	-2	-	510	hypothetical protein	- none -	 	 
fig|1873.143.peg.302	CDS	O3_1	319838	318429	-2	-	1410	Chitinase (EC 3.2.1.14)	Chitin and N-acetylglucosamine utilization	 	 
fig|1873.143.peg.303	CDS	O3_1	319839	319997	3	+	159	hypothetical protein	- none -	 	 
fig|1873.143.peg.304	CDS	O3_1	320007	320501	3	+	495	Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)	Glutathione: Redox cycle	 	 
fig|1873.143.peg.305	CDS	O3_1	321379	320534	-1	-	846	hypothetical protein	- none -	 	 
fig|1873.143.peg.306	CDS	O3_1	321477	322151	3	+	675	NADP oxidoreductase coenzyme F420-dependent	- none -	 	 
fig|1873.143.peg.307	CDS	O3_1	322794	322210	-3	-	585	hypothetical protein	- none -	 	 
fig|1873.143.peg.308	CDS	O3_1	322981	323652	1	+	672	putative methyltransferase	- none -	 	 
fig|1873.143.peg.309	CDS	O3_1	323770	324642	1	+	873	hypothetical protein	- none -	 	 
fig|1873.143.peg.310	CDS	O3_1	324639	325334	3	+	696	putative secreted protein	- none -	 	 
fig|1873.143.peg.311	CDS	O3_1	325725	325357	-3	-	369	hypothetical protein	- none -	 	 
fig|1873.143.peg.312	CDS	O3_1	326688	325909	-3	-	780	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Proline Synthesis	 	 
fig|1873.143.peg.313	CDS	O3_1	327774	326722	-3	-	1053	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	Glycolysis and Gluconeogenesis	 	 
fig|1873.143.peg.314	CDS	O3_1	328426	327923	-1	-	504	Pyridoxamine 5&#39;-phosphate oxidase (EC 1.4.3.5)	Pyridoxin (Vitamin B6) Biosynthesis	 	 
fig|1873.143.peg.315	CDS	O3_1	328989	328492	-3	-	498	hypothetical protein	- none -	 	 
fig|1873.143.peg.316	CDS	O3_1	329249	329962	2	+	714	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	cAMP signaling in bacteria	 	 
fig|1873.143.peg.317	CDS	O3_1	330254	330132	-2	-	123	hypothetical protein	- none -	 	 
fig|1873.143.peg.318	CDS	O3_1	330455	331669	2	+	1215	hypothetical protein	- none -	 	 
fig|1873.143.peg.319	CDS	O3_1	331967	331710	-2	-	258	FIG00815652: hypothetical protein	- none -	 	 
fig|1873.143.peg.320	CDS	O3_1	332251	332006	-1	-	246	hypothetical protein	- none -	 	 
fig|1873.143.peg.321	CDS	O3_1	332270	335587	2	+	3318	hypothetical protein	- none -	 	 
fig|1873.143.peg.322	CDS	O3_1	336316	335618	-1	-	699	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	- none -	 	 
fig|1873.143.peg.323	CDS	O3_1	336666	337508	3	+	843	putative membrane protein	- none -	 	 
fig|1873.143.peg.324	CDS	O3_1	337645	339177	1	+	1533	Trehalose-6-phosphate synthase (EC 2.4.1.15)	- none -	 	 
fig|1873.143.peg.325	CDS	O3_1	340008	339196	-3	-	813	hypothetical protein	- none -	 	 
fig|1873.143.peg.326	CDS	O3_1	341411	340005	-2	-	1407	Monooxygenase, flavin-binding family	- none -	 	 
fig|1873.143.peg.327	CDS	O3_1	342232	341528	-1	-	705	hypothetical protein	- none -	 	 
fig|1873.143.peg.328	CDS	O3_1	343191	342244	-3	-	948	Glucokinase (EC 2.7.1.2)	Entner-Doudoroff Pathway; <br>Glycolysis and Gluconeogenesis	 	 
fig|1873.143.peg.329	CDS	O3_1	343962	343267	-3	-	696	hypothetical protein	- none -	 	 
fig|1873.143.peg.330	CDS	O3_1	344449	343994	-1	-	456	hypothetical protein	- none -	 	 
fig|1873.143.peg.331	CDS	O3_1	344670	346484	3	+	1815	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD15	Biotin biosynthesis; <br>Fatty acid metabolism cluster	 	 
fig|1873.143.peg.332	CDS	O3_1	346562	348190	2	+	1629	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.143.peg.333	CDS	O3_1	348198	348866	3	+	669	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.143.peg.334	CDS	O3_1	349060	349869	1	+	810	hypothetical protein	- none -	 	 
fig|1873.143.peg.335	CDS	O3_1	349862	351613	2	+	1752	Sensory box/GGDEF family protein	- none -	 	 
fig|1873.143.peg.336	CDS	O3_1	351681	352265	3	+	585	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.143.peg.337	CDS	O3_1	352289	352966	2	+	678	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	- none -	 	 
fig|1873.143.peg.338	CDS	O3_1	354148	353024	-1	-	1125	Phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57)	- none -	 	 
fig|1873.143.peg.339	CDS	O3_1	355404	354145	-3	-	1260	Peptidase, M48 family	- none -	 	 
fig|1873.143.peg.340	CDS	O3_1	355517	355401	-2	-	117	hypothetical protein	- none -	 	 
fig|1873.143.peg.341	CDS	O3_1	355777	355559	-1	-	219	hypothetical protein	- none -	 	 
fig|1873.143.peg.342	CDS	O3_1	356000	355851	-2	-	150	hypothetical protein	- none -	 	 
fig|1873.143.peg.343	CDS	O3_1	357429	356050	-3	-	1380	hypothetical protein	- none -	 	 
fig|1873.143.peg.344	CDS	O3_1	357553	357437	-1	-	117	hypothetical protein	- none -	 	 
fig|1873.143.peg.345	CDS	O3_1	357563	359377	2	+	1815	DNA polymerase III epsilon subunit-related protein MSMEG4261	DNA replication strays	 	 
fig|1873.143.peg.346	CDS	O3_1	359508	361298	3	+	1791	Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	CBSS-176299.4.peg.1292; <br>CBSS-176299.4.peg.1292; <br>Stringent Response, (p)ppGpp metabolism; <br>Stringent Response, (p)ppGpp metabolism	 	 
fig|1873.143.peg.347	CDS	O3_1	361353	361895	3	+	543	NUDIX hydrolase	- none -	 	 
fig|1873.143.peg.348	CDS	O3_1	361892	362770	2	+	879	Nucleotidyl transferase possibly involved in threonylcarbamoyladenosine formation	- none -	 	 
fig|1873.143.peg.349	CDS	O3_1	362854	363141	1	+	288	Transcriptional regulator, AsnC family	- none -	 	 
fig|1873.143.peg.350	CDS	O3_1	363908	363225	-2	-	684	hypothetical protein	- none -	 	 
fig|1873.143.peg.351	CDS	O3_1	365726	364095	-2	-	1632	Ubiquinol-cytochrome C reductase, cytochrome B subunit (EC 1.10.2.2)	- none -	 	 
fig|1873.143.peg.352	CDS	O3_1	366811	365723	-1	-	1089	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	- none -	 	 
fig|1873.143.peg.353	CDS	O3_1	367712	366876	-2	-	837	Ubiquinol-cytochrome C reductase, diheme cytochrome cc subunit	- none -	 	 
fig|1873.143.peg.354	CDS	O3_1	368384	367785	-2	-	600	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	CBSS-316057.3.peg.563; <br>Terminal cytochrome C oxidases	 	 
fig|1873.143.peg.355	CDS	O3_1	368493	369479	3	+	987	Cytochrome c oxidase caa3-type assembly factor CtaG_BS (unrelated to Cox11-CtaG family)	- none -	 	 
fig|1873.143.peg.356	CDS	O3_1	369586	369981	1	+	396	Putative response regulator	- none -	 	 
fig|1873.143.peg.357	CDS	O3_1	370069	371115	1	+	1047	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|1873.143.peg.358	CDS	O3_1	371583	371789	3	+	207	hypothetical protein	- none -	 	 
fig|1873.143.peg.359	CDS	O3_1	372492	372067	-3	-	426	Cytochrome c oxidase polypeptide IV (EC 1.9.3.1)	- none -	 	 
fig|1873.143.peg.360	CDS	O3_1	373473	372502	-3	-	972	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	CBSS-316057.3.peg.563; <br>Terminal cytochrome C oxidases	 	 
fig|1873.143.peg.361	CDS	O3_1	373562	374797	2	+	1236	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly	 	 
fig|1873.143.peg.362	CDS	O3_1	374826	375059	3	+	234	tRNA 5-methylaminomethyl-2-thiouridine synthesis sulfur carrier protein TusA	- none -	 	 
fig|1873.143.peg.363	CDS	O3_1	376053	375076	-3	-	978	putative Adenosine kinase (EC 2.7.1.20)	Purine conversions	 	 
fig|1873.143.peg.364	CDS	O3_1	376631	376263	-2	-	369	Iron-sulfur cluster insertion protein SCO2161	- none -	 	 
fig|1873.143.peg.365	CDS	O3_1	377953	376814	-1	-	1140	Glycerate kinase (EC 2.7.1.31)	Glycerate metabolism; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria; <br>Glycine and Serine Utilization	 	 
fig|1873.143.peg.366	CDS	O3_1	378013	379221	1	+	1209	Quinolinate synthetase (EC 2.5.1.72)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global	 	 
fig|1873.143.peg.367	CDS	O3_1	379433	380788	2	+	1356	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	 	 
fig|1873.143.peg.368	CDS	O3_1	380862	381455	3	+	594	CblZ, a non-orthologous displasment for Alpha-ribazole-5&#39;-phosphate phosphatase	- none -	 	 
fig|1873.143.peg.369	CDS	O3_1	381582	382139	3	+	558	FIG01000794: hypothetical protein	- none -	 	 
fig|1873.143.peg.370	CDS	O3_1	382555	385812	1	+	3258	hypothetical protein	- none -	 	 
fig|1873.143.peg.371	CDS	O3_1	385973	387469	2	+	1497	TPR-repeat-containing protein	- none -	 	 
fig|1873.143.peg.372	CDS	O3_1	387517	388515	1	+	999	Potassium channel beta chain	- none -	 	 
fig|1873.143.peg.373	CDS	O3_1	389362	388562	-1	-	801	Zinc metalloprotease	- none -	 	 
fig|1873.143.peg.374	CDS	O3_1	389562	389362	-3	-	201	hypothetical protein	- none -	 	 
fig|1873.143.peg.375	CDS	O3_1	389711	390859	2	+	1149	Serine/threonine protein kinase	- none -	 	 
fig|1873.143.peg.376	CDS	O3_1	390814	391443	1	+	630	hypothetical protein	- none -	 	 
fig|1873.143.peg.377	CDS	O3_1	391519	393435	1	+	1917	Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62) / Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	Cobalamin synthesis; <br>Cobalamin synthesis; <br>Cobalamin synthesis	 	 
fig|1873.143.peg.378	CDS	O3_1	393425	394243	2	+	819	Cobalamin synthase (EC 2.7.8.26)	Cobalamin synthesis	 	 
